FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
356,1,107,4,Red Eagle,Imagery 2009,Continental Divide Trail,20120529,Imagery,RELT,St Mary Lake Tr Jct, Foot Red Eagle Lake CG,,,,T-107,Saint Mary,4443,2.76,Yes,Red Eagle,,Red Eagle,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46412,,{C918CE96-E020-4B8D-B950-9A4632C5F65A},Continental Divide Trail,Yes,,{D6BC1491-45DE-40BE-B4E5-845F75DFD6DF},0.047964217
357,1,280,1,Beaver Pond Trail,2009 Border Imagery, ,20120529,Imagery,BPT,1913 RS, Red Eagle Tr Jct,,,,T-280,Saint Mary,2724,1.69,Yes,Beaver Pond Trail,,Beaver Pond Trail,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46672,,{0D3141CE-EE26-4AAA-B1EB-49CDB20EEC32},,Yes,,{1E65F522-8678-41FB-BD94-BFAE7B309D15},0.028029534
359,2,141,1,Bear Mountain Lookout,2009 Border Imagery, ,0,Imagery,BMT,Cosley Lake Cutoff Tr Jct, Bear Mtn LO,,,,T-141,Chief Mountain,3120,1.94,Yes,Bear Mountain Lookout,,Bear Mountain Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46572,,{9D7F14F8-D675-486B-9F38-7CDB41F5E5C1},,Yes,,{69F6B9EF-580E-4665-AEC6-AD4E9F714EA6},0.035269306
360,1,6,5,Boulder Pass,2009 Border Imagery, ,20130508,Imagery,BPTG,Upper Kintla Lake CG, Boulder Pass CG,,,,T-006,North Fork,8506,5.29,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,44793,,{EF6AB736-126A-4ECF-945F-3DB56C72A9A8},,Yes,,{B5F844A3-C8BB-4E4F-8A80-68675B88AC8C},0.095102678
361,1,152,4,Ptarmigan,2009 Border Imagery, ,20120530,Imagery,PTT,Red Gap Pass Tr Jct, Ptarmigan Tunnel,,,,T-152,Chief Mountain,4533,2.82,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46580,,{C15D78F0-9183-4619-A372-5FA2E2C21865},,Yes,,{58722702-D244-4398-B14A-973D390C1B61},0.04706405
362,1,153,1,Helen Lake,2009 Border Imagery, ,20120530,Imagery,ELT,Ptarmigan Tr Jct, Head Elizabeth Lake CG,,,,T-153,Chief Mountain,2578,1.6,Yes,Helen Lake,,Helen Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46581,,{EDC936B6-57F0-4CE4-8621-21E8C7C14433},,Yes,,{98B341A8-A8E8-4629-8C7F-F4662DC4D96B},0.026120807
363,1,153,2,Helen Lake,2009 Border Imagery, ,20120530,Imagery,ELT,Head Elizabeth Lake CG, Foot Helen Lake CG,,,,T-153,Chief Mountain,4142,2.57,Yes,Helen Lake,,Helen Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46581,,{968C45F8-9EF7-4E3A-9803-94883A3F4ECE},,Yes,,{F77B5BD0-6040-4C99-A8CB-68ABFE5A34E8},0.042903636
364,1,54,1,Florence Falls,2009 Border Imagery, ,20120604,Imagery,FFT,Gunsight Pass Tr Jct, Florence Falls,,,,T-054,Saint Mary,1219,0.76,Yes,Florence Falls,,Florence Falls,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46158,,{44D40595-1F81-417C-863B-F8857D4FA76D},,Yes,,{E5E42363-01B8-42D6-8041-28E7FEF1E7E9},0.014855746
365,2,159,1,Sherburne Cutoff,2009 Border Imagery, ,20120607,Imagery,SCT,Sherburne RS, Red Gap Pass Tr Jct,,,,T-159,Chief Mountain,1621,1.01,Yes,Sherburne Cutoff,,Sherburne Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46587,,{01EA1A1C-EE3F-48AB-B00B-6AE9FA4E3A8F},,Yes,,{C265B7EA-C936-4123-B340-CCBF6298B18A},0.017026827
366,1,131,9,Stoney Indian Pass,2009 Border Imagery, ,20120619,Imagery,SIPT,Cosley Lk CG Spur,,,,,T-131,Chief Mountain,243,0.15,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{0FA33DCB-323A-429C-B480-6A12B952B764},,Yes,,{A64B12C3-9331-4922-8AD9-8EEB29008676},0.002817185
367,1,131,8,Stoney Indian Pass,2009 Border Imagery, ,20120611,Imagery,SIPT,Cosley Lake CG Spur Jct, Ptarmigan Tr Jct,,,,T-131,Chief Mountain,1079,0.67,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{88BA8D82-508A-4F22-93DB-9874A3345D9F},,Yes,,{DD2A98EF-85A9-4E02-AC95-BD47BDAFD055},0.013770972
368,1,131,7,Stoney Indian Pass,2009 Border Imagery, ,20160619,Imagery,SIPT,Lower Glenns Lk CG, Cosley Lake CG Spur Jct,,,,T-131,Chief Mountain,2233,1.39,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{0B2F3DD3-2DEB-41C7-9769-AA3FF9F19C17},,Yes,,{ECE8C407-0B4D-47BB-BB9D-FE7E1C02287D},0.026276837
369,1,133,1,Porcupine Lookout,Trimble GeoXT/2009 Border img, ,20110825,dGPS,WVT,Waterton Valley Tr Jct, Porcupine LO,,,,T-133,Chief Mountain,7951,4.94,Yes,Porcupine Lookout,,Porcupine Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT/2009 Border img,,,,46437,,{7C5B1A71-5834-4774-BF6E-2E067B46C1DB},,Yes,,{A3416FCD-E772-4E2C-AA8B-E251E56AFBC6},0.102409503
370,1,42,1,Apgar Lookout,Trimble GeoXT + ESRI Imagery, ,20130311,dGPS,ALO,Rubideau Rd, Apgar Lookout,,,,T-042,Lake McDonald,5703,3.54,Yes,Apgar Lookout,,Apgar Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT + ESRI Imagery,,,,45402,,{C88ACBE6-C99A-4769-9091-CC42970EF2C6},,Yes,,{AAB28B3E-01EC-4CE6-8834-22AC3E41587F},0.068189373
372,1,131,1,Stoney Indian Pass,2009 Border Imagery, ,20120614,Imagery,SIP,Waterton Valley Tr Jct, Stoney Indian Lake CG,,,,T-131,Chief Mountain,3697,2.3,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{B6A56877-F4F5-4E06-AD13-0560C42828F1},,Yes,,{148655A3-CA93-4189-8D58-8193F6122264},0.044206542
374,3,7,2,Kishenehn,2009 Border Imagery/Jake, ,20120614,Imagery,KIS,Kishenehn Patrol Cabin, Boundary at Border,,,,T-007,North Fork,6380,3.96,Yes,Kishenehn,,Kishenehn,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery/Jake,,,,44860,,{2170FA48-0C33-4992-AEE1-56192C97C29E},,Yes,,{CB588D4C-ADCD-4B52-8E66-5FD3856292E5},0.070813602
375,1,131,4,Stoney Indian Pass,2009 Border Imagery, ,20120619,Imagery,SIPT,Mokowanis Junction CG, Mokowanis Lake Tr Jct,,,,T-131,Chief Mountain,323,0.2,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{5076C07A-B9FE-4622-8443-33A6E27B4693},,Yes,,{A0B689CD-54E7-474C-9716-DA81E27DEEA4},0.003794748
376,1,138,1,Mokowanis Lake,2009 Border Imagery, ,20120619,Imagery,MLT,Stoney Indian Pass Tr Jct, Mokowanis L,,,,T-138,Chief Mountain,1304,0.81,Yes,Mokowanis Lake,,Mokowanis Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46482,,{27635970-1B13-44CE-8A2C-7A717A1E282B},,Yes,,{E6A1B48B-384A-4224-B2E7-3ECBF9987560},0.013332701
377,3,138,2,Mokowanis Lake,2009 Border Imagery, ,20120619,Imagery,MLT,Mokowanis L, end of trail,,,,T-138,Chief Mountain,872,0.54,Yes,Mokowanis Lake,,Mokowanis Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46482,,{2F2609C2-6A91-4740-80C5-AC2522384BF9},,Yes,,{272E495C-6E3A-4D14-A210-7DC955C295DF},0.008604093
378,1,131,5,Stoney Indian Pass,2009 Border Imagery, ,20120619,Imagery,SIPT,Mokowanis Lake Tr Jct, Head Glenns Lake CG,,,,T-131,Chief Mountain,659,0.41,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{442E0E5B-BEA1-4DDE-8414-7EBCAB2D778D},,Yes,,{0666ED66-D801-4DA3-906C-BC4D022F0640},0.007937909
379,1,131,6,Stoney Indian Pass,2009 Border Imagery, ,20120619,Imagery,SIPT,Head Glenns Lake CG, Lower Glenns Lake CG,,,,T-131,Chief Mountain,3922,2.44,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{0EE5FF8B-F86E-4457-B6E5-C40C55D0B8A6},,Yes,,{DB128E3B-B15F-4E7A-85A3-7E9602EF1E8C},0.043104577
380,1,152,1,Ptarmigan,2009 Border Imagery, ,20120619,Imagery,OCLT,Stoney Indian Pass Tr Jct, Belly River RS Tr Jct,,,,T-152,Chief Mountain,2580,1.6,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46580,,{F5B26C1D-995C-4DF4-8CCB-0F396EB891A2},,Yes,,{3A242D9A-237E-4EB2-9D23-95DA84BA0022},0.029950047
383,1,89,3,Ole Creek,Garmin GPS, ,20120917,Digitized,OCT,Fielding Tr Jct E, Ole Lake CG,,,,T-089,Walton-Two Medicine,11968,7.44,Yes,Ole Creek,,Ole Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46396,,{24CD6FE2-94AD-425E-ACDD-B839BFD71F60},,Yes,,{C37E4A80-D226-431E-8C33-7D4B826BF571},0.135460976
384,1,52,8,Gunsight Pass,2009 Border Imagery, ,20120517,Imagery,SPRT,Lake Ellen Wilson CG Tr Jct, Gunsight Pass,,,,T-052,Lake McDonald,2706,1.68,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46153,,{13EE3693-BC9C-4373-8E82-712A625509F2},,Yes,,{0C7B92D1-8C16-4FFC-A910-D4DB231B520B},0.032065717
385,1,74,2,Surprise Pass,Garmin GPS, ,20120918,Digitized,NLTW,Surprise Pass, Martha's Basin Tr Jct,,,,T-074,Walton-Two Medicine,920,0.57,Yes,Surprise Pass,,Surprise Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46379,,{1CA1EEDF-05EA-4A9A-9B60-1A914894A023},,Yes,,{0F4BEB51-9560-4213-A6C0-D5167D2A5A33},0.009977153
386,1,89,4,Ole Creek,Garmin GPS, ,20120812,Imagery,OCT,Ole Lake CG, Firebrand Pass,,,,T-089,Walton-Two Medicine,4431,2.75,Yes,Ole Creek,,Ole Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46396,,{0E80CBFB-EE73-43E2-A933-6839E10C0B9C},,Yes,,{F7BB8022-6EED-48AA-9E28-A385354544D2},0.054597426
389,1,102,1,Pitamakan Pass,ESRI Imagery 2013,Continental Divide Trail,20130502,Imagery,PPT,Two Med CG, Dry Fork Tr Jct,,,,T-102,Walton-Two Medicine,3839,2.39,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,ESRI Imagery 2013,,,,46408,,{A0A9C12B-17BB-4D37-AFC5-7F24339321EB},Continental Divide Trail,Yes,,{27B2B2B0-DE65-43FB-B914-C81042C46055},0.043213424
390,1,102,2,Pitamakan Pass,ESRI Imagery 2013,Continental Divide Trail,20140131,Imagery,PPT,Dry Fork Tr Jct, Oldman Lake Tr Jct,,,,T-102,Walton-Two Medicine,6024,3.74,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,ESRI Imagery 2013,,,,46408,,{9A61C748-34AF-4B5E-8DC1-BF775A2CC0D5},Continental Divide Trail,Yes,,{A2C9D1E9-FCD9-497E-AF96-A04F7BFF331D},0.077814942
391,1,102,5,Pitamakan Pass,USGS 1:24000-scale topo,Continental Divide Trail,0,Digitized,CBV,Pitamakan L, Morning Star L CG,,,,T-102,Saint Mary,2671,1.66,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,USGS 1:24000-scale topo,,,,46408,,{1AF9E64E-8507-45A4-9F8C-2295CB0A4326},Continental Divide Trail,Yes,,{7573C09E-0A08-4226-946D-E95795C40877},0.02750902
392,1,102,6,Pitamakan Pass,Garmin GPS,Continental Divide Trail,20120927,Digitized,PPT,Morning Star L, Atlantic Falls,,,,T-102,Saint Mary,4317,2.68,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46408,,{018890D9-33C7-425B-BBCF-39AF7446FD7B},Continental Divide Trail,Yes,,{AEAB963B-B6A5-4B03-83C3-1E07E9FCC856},0.043978859
393,1,151,2,Belly Ranger Station,2009 Borde Imagery,Continental Divide Trail - alternate route,20120927,Imagery,ELT,Old Belly River CG Jct, Ptarmigan Tr Jct,,,,T-151,Chief Mountain,2091,1.3,Yes,Belly Ranger Station,,Belly Ranger Station,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Borde Imagery,,,,46579,,{80C801D2-FDD2-42FB-B84C-1DD9187C26F3},Continental Divide Trail - alternate route,Yes,,{B0E77BCE-4476-4ADD-85CB-775BF491A51E},0.022331662
394,1,151,3,Belly Ranger Station,Garmin GPS, ,20120927,Digitized,ELT,Belly Ranger Station Tr Horse Crossing Spur,,,,,T-151,Chief Mountain,531,0.33,Yes,Belly Ranger Station,,Belly Ranger Station,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46579,,{044D4676-6039-4C91-8BBB-CD7C8D92AF55},,Yes,,{BB334B02-BDFD-4754-954B-98A4C8425FDC},0.005304839
395,1,152,2,Ptarmigan,USGS 1:24000-scale topo,Continental Divide Trail - alternate route,0,Digitized,ELT,Belly River RS Tr Jct, Helen Lake Tr Jct,,,,T-152,Chief Mountain,3155,1.96,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,USGS 1:24000-scale topo,,,,46580,,{6A5330DE-2B7A-4CD3-98DF-E5CD613752B4},Continental Divide Trail - alternate route,Yes,,{BBD28DBF-486B-4A79-8164-825D555B9C4D},0.03181173
396,1,152,3,Ptarmigan,DOQQ 1991,Continental Divide Trail - alternate route,20040205,Imagery-old,PTT,Helen Lake Tr Jct, Red Gap Pass Tr Jct,,,,T-152,Chief Mountain,2996,1.86,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46580,,{DF39B8EB-9160-45BB-9788-605A80B02768},Continental Divide Trail - alternate route,Yes,,{13E63108-8C89-400F-A336-7B591304944B},0.032846496
397,1,152,9,Ptarmigan,USGS 1:24000-scale topo, ,0,Digitized,PIT,Dawn Mist Falls Spur Tr,,,,,T-152,Chief Mountain,151,0.09,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,USGS 1:24000-scale topo,,,,46580,,{F8BB02A6-818D-4348-B545-0669C660A1D5},,Yes,,{AC8B0143-4043-472E-A2C0-6D21328EEC78},0.001558315
398,1,260,2,Medicine Grizzly,Garmin GPS, ,20120927,Digitized,MGL,Foot Medicine Grizzly L, Head Medicine Grizzy L,,,,T-260,Saint Mary,832,0.52,Yes,Medicine Grizzly,,Medicine Grizzly,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46615,,{C744FEF6-040D-4DE7-90EF-BAFF9E515763},,Yes,,{C7E6698B-E87A-4299-9F6A-63F7EEF8B1B9},0.010547925
399,1,166,1,Appekunny Creek,2009 Border Imagery/Garmin GPS, ,20120818,Imagery,AFT,Many Glacier Rd, Appekunny Falls,,,,T-166,Chief Mountain,1275,0.79,Yes,Appekunny Creek,,Appekunny Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery/Garmin GPS,,,,46592,,{B54E842D-CE20-41CD-85EC-801BF876F3C2},,Yes,,{256EDA74-6D4C-406D-885D-EDF1F07E7BCD},0.013836152
400,1,102,3,Pitamakan Pass,ESRI Imagery 2013,Continental Divide Trail,20140131,Imagery,CBV,Oldman Lake Tr Jct, Dawson Pass Tr Jct,,,,T-102,Walton-Two Medicine,2468,1.53,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,ESRI Imagery 2013,,,,46408,,{E20014CF-AFA5-4EA5-A986-1E85F430EE1B},Continental Divide Trail,Yes,,{BEA8FECC-5AF0-4061-85DD-F2EAC4339825},0.03239755
401,1,260,1,Medicine Grizzly,2009 Border Imagery, ,20120927,Imagery,MGL,Triple Divide Pass Tr Jct, Foot Medicine Grizzly L,,,,T-260,Saint Mary,2256,1.4,Yes,Medicine Grizzly,,Medicine Grizzly,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46615,,{89D9E439-6611-4A99-B7F2-0AFF78D86F4E},,Yes,,{44EDE822-CAE8-48B9-94E1-8E56EB37E24A},0.028980376
402,1,102,7,Pitamakan Pass,Garmin GPS,Continental Divide Trail,20060808,Digitized,CBV,Atlantic Falls, Triple Divide Tr Jct,,,,T-102,Saint Mary,301,0.19,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46408,,{38C004E7-C214-4E1F-BD45-AB45D314B1D4},Continental Divide Trail,Yes,,{0E50B1D5-1D46-4EF3-8221-934366E7BCB0},0.003138309
403,1,102,4,Pitamakan Pass,Garmin GPS,Continental Divide Trail,20120927,Digitized,CBV,Dawson Pass Tr Jct, Pitamakan L,,,,T-102,Saint Mary,1956,1.22,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46408,,{4E8FB422-0BC9-4705-A169-4DD09E30DDC1},Continental Divide Trail,Yes,,{45A09BB4-196F-4C94-9E55-5053397BACE6},0.022637765
404,3,2,1,Kintla,Trimble GeoXT, ,20081022,dGPS,KIS,Kishenehn Cr Tr Jct, Old Lower Kintla Tr Jct,,,,T-002,North Fork,2718,1.69,Yes,Kintla,,Kintla,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,44854,,{C11C0348-8138-4A4B-997B-E3A8E570BFEB},,Yes,,{C9F7C7CF-D5D0-4CAD-9B58-1BE9AC5C4A7E},0.032671672
405,3,2,3,Kintla,Trimble GeoXT, ,20081022,dGPS,KIS,Old Starvation Cr Tr Jct, Boulder Pass Tr Jct,,,,T-002,North Fork,2229,1.39,Yes,Kintla,,Kintla,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,44854,,{9F63764C-D94D-42B9-ADC3-D5210C197533},,Yes,,{789EB8EF-5FA5-4AC1-9922-C091BAB9FB0F},0.027257621
406,1,6,10,Boulder Pass,Trimble Pro XRS, ,20040804,dGPS,BPT,Hawksbill CG, Lake Francis CG Tr Jct,,,,T-006,Chief Mountain,760,0.47,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{4A252CE9-EE3F-41C9-939F-1095F5DEAFC8},,Yes,,{C3B20AC9-248C-4213-A10A-C62108DA1834},0.00922769
408,1,15,4,Bowman Lake, , ,0,dGPS,BLT,Head Bowman Lake CG Loop,,,,,T-015,North Fork,431,0.27,Yes,Bowman Lake,,Bowman Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,, ,,,,44894,,{9B4E2ABE-BC69-4BC1-85CA-207B0FF848DF},,Yes,,{2B827887-5CC7-47EC-93F7-5483254C18B8},0.004858097
409,1,15,3,Bowman Lake,Trimble Pro XRS, ,20050608,dGPS,BLT,Head Bowman Lake CG, Boulder Pass Tr Jct,,,,T-015,North Fork,10942,6.8,Yes,Bowman Lake,,Bowman Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44894,,{135457BE-7011-46E7-BB2A-F70955E8D45B},,Yes,,{95C3003E-4B9C-4080-B164-52957533AEBC},0.126697895
